Country,Features,Region,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
        Switzerland,exports ,Europe,16.668,20.104,19.148,20.267,20.844,23.21,20.886,20.314,22.447,20.213,22.862,22.578,23.86,26.719,28.08,26.69,24.19,27.502,29.561,31.952,31.4,34.54,32.308,33.196,27.759,31.996,31.1,36.88,32.736,33.525,32.881,32.237001,33.749,32.27,34.021,35.067999,30.173,30.946,32.607,35.7649999,32.548,28.9682098
        Turkiye,exports ,Europe,0,0,0,0,0,0,0,0,0,0,0.907,0.506,0.314,0.589,0.55,0.696,0.345,0.271,0.298,0.285,0.437,0.433,0.435,0.588,1.144,1.798,2.236,2.422,1.122,1.546,1.918001,3.645,2.954002,1.227001,2.696,3.195001,1.451999,3.303671,3.111877,2.788667,2.4836431,4.1864777
        United Kingdom,exports ,Europe,0.019,0,0,0,0,0,0.189,0.037,0.013,0.899,0.047,0.015,0.032,0.005,0,0.023,0.04,0.041,0.131,0.263,0.134,0.264,0.7677,2.959,2.2942,2.8392,2.7647,3.3984,1.2716,3.7482,4.481,2.467,1.9104,3.10192,2.72335,1.85531,2.27287,3.40705,2.22476,3.38512,4.48084,4.1655456
        Afghanistan,exports ,Asia & Oceania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        American Samoa,exports ,Asia & Oceania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Australia,exports ,Asia & Oceania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Bangladesh,exports ,Asia & Oceania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Bhutan,exports ,Asia & Oceania,0,0,0,0,0,0,0.25,1.05,1.39,1.385,1.395,1.4,1.445,1.42,1.455,1.475,1.482,1.33,1.36,1.385,1.398,1.4,1.561,1.845,1.624,1.714,2.526,5.373,5.922,5.405,5.58,5.273,4.896,5.557,5.147,5.721,5.763,5.701,4.581,6.1466,6,5.306106667
        Brunei,exports ,Asia & Oceania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Burma,exports ,Asia & Oceania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.381,1.393,1.431,1.276,1.341,1.341
        Cambodia,exports ,Asia & Oceania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        China,exports ,Asia & Oceania,0,0,0,0,0.03,0.04,0.04,0.04,0.04,0.04,0.09,0.26,0.26,0.445,3.893,6.025,7.7,8.051,7.157,9.65,10.3,10.4,10.704,10.339,9.476,11.194,12.271,14.566,16.644,17.386,19.059,19.307,17.653,18.669,18.158,18.654,18.907,19.47,20.906,21.655,21.793,22.47314286
        Cook Islands,exports ,Asia & Oceania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Fiji,exports ,Asia & Oceania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        French Polynesia,exports ,Asia & Oceania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Guam,exports ,Asia & Oceania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Hawaiian Trade Zone,exports ,Asia & Oceania,0,0,0,0,0,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
        Hong Kong,exports ,Asia & Oceania,0.308,0.237,0.272,0.368,0.74,1.05,1.208,1.362,1.44,1.77,1.797,3.06,4.963,4.5,1.758,1.483,0.531,0.559,0.61,0.633,1.181,1.581,2.175,3.008,3.087,4.498,4.528,4.035,3.552503,3.731,2.609,2.957,1.838,1.65,1.226,1.187,1.205,1.341,0.556,0,0,0
        India,exports ,Asia & Oceania,0.042,0.094,0.078,0.089,0.111,0.107,0.067,0.03,0.097,0.091,0.095,0.07,0.146,0.101,0.12,0.05,0.13,0.321,0.27,0.187,0.195,0.232,0.175,0.058,0.04,0.209,0.216,0.29,0.388,0.058,0.062,0.135,0.154,1.651,4.433,5.15,6.71,7.203,8.494,9.491,9.426,9.324028326
        Indonesia,exports ,Asia & Oceania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Japan,exports ,Asia & Oceania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Kiribati,exports ,Asia & Oceania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Laos,exports ,Asia & Oceania,0.735,0.74,0.752,0.701,0.71,0.616,0.584,0.287,0.274,0.369,0.52,0.662,0.638,0.58,0.637,0.705,0.78,0.73072,1.45831,1.99617,2.92939,2.86185,2.7365,2.25683,2.44307,2.5,2.49,2.23,2.315,1.921,6.646,10.669,10.363,12.494,11.936,11.549,19.65,24.901,27.216,24.114,30.859,32.62570919
        Macau,exports ,Asia & Oceania,0,0,0,0,0,0,0,0,0,0.001,0.002,0,0,0,0,0.003,0.001,0.001,0.003,0.001,0,0.001,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Malaysia,exports ,Asia & Oceania,0,0,0.005,0.018,0,0.009,0.078,0.029,0.037,0.164,0.076,0.151,0.175,0.104,0.05,0.04,0.14,0.075,0.026,0.075,0.025,0.09,0.07,0.1,0.05,2.233,2.324,2.265,0.583,0.1,0.151,0.012,0.012,0.028,0.012,0.003,0.694,1.124,1.51,1.699,1.699,1.69078992
        Maldives,exports ,Asia & Oceania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Micronesia,exports ,Asia & Oceania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA
        Mongolia,exports ,Asia & Oceania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0.06,0.025,0.018,0.016,0.007,0.008,0.012,0.021,0.01,0.016,0.018,0.022,0.024,0.021,0.018,0.033,0.051,0.036,0.026,0.027,0.024,0.042,0.042
        Nauru,exports ,Asia & Oceania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Nepal,exports ,Asia & Oceania,0.005,0.004,0.007,0.009,0.01,0.011,0.021,0.022,0.013,0.017,0.026,0.065,0.085,0.046,0.063,0.087,0.1,0.067,0.064,0.095,0.126,0.143,0.186,0.206,0.111,0.097,0.077,0.06,0.046,0.075,0.031,0.004,0.004,0.003,0.003,0.003,0.003,0.003,0.035,0.107,0.044,0.05525845
        New Caledonia,exports ,Asia & Oceania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        New Zealand,exports ,Asia & Oceania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Niue,exports ,Asia & Oceania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        North Korea,exports ,Asia & Oceania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Northern Mariana Islands,exports ,Asia & Oceania,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ie
        Pakistan,exports ,Asia & Oceania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Papua New Guinea,exports ,Asia & Oceania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Philippines,exports ,Asia & Oceania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Samoa,exports ,Asia & Oceania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Singapore,exports ,Asia & Oceania,0.092,0.074,0.052,0.055,0.073,0.05,0,0,0,0,0,0,0,0.052,0.091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Solomon Islands,exports ,Asia & Oceania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        South Korea,exports ,Asia & Oceania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Sri Lanka,exports ,Asia & Oceania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Taiwan,exports ,Asia & Oceania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Thailand,exports ,Asia & Oceania,0.008,0.009,0.013,0.025,0.022,0.02,0.017198221,0.0180055,0.019800451,0.02310134,0.02892292,0.035134018,0.041358786,0.047726762,0.057440282,0.076832693,0.084466565,0.097880419,0.137598501,0.164825027,0.149922702,0.167524222,0.187835653,0.206114282,0.253059754,0.501087486,0.586128125,0.744679257,0.961094251,1.305501083,1.313651456,1.335339387,1.911847914,1.794222323,2.066299134,2.266805599,1.436331849,1.105965318,1.093169882,2.882013172,2.617582546,2.617582546
        Timor-Leste,exports ,Asia & Oceania,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Tonga,exports ,Asia & Oceania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Tuvalu,exports ,Asia & Oceania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA
        U.S. Pacific Islands,exports ,Asia & Oceania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Vanuatu,exports ,Asia & Oceania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Vietnam,exports ,Asia & Oceania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.373,0.964,1.087,1.224,1.337,0.885,1.416,1.409,1.65,1.509,2.067,1.555,1.555
        Wake Island,exports ,Asia & Oceania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Bahrain,exports ,Middle East,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.275,0,0.019,0.107,0.19,0.053,0.237,0.213,0.293,0.513,0.447,0.447,0.447,0.447
        Iran,exports ,Middle East,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193,0.197,0.157,0.384,0.522,0.617,0.864,0.86,1.049,0.791,0.919,1.837,2.761,2.775,2.52,3.875,6.152,6.707,8.668,11.029,11.586,9.66,6.822,6.688,8.172,6.295,6.365,6.365,6.365
        Iraq,exports ,Middle East,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Israel,exports ,Middle East,0.165,0.181,0.201,0.194,0.199,0.233,0.297,0.357,0.375,0.38,0.39,0.36,0.35,0.32,0.33,0.914,0.979,1.17,1.055,1.272,1.457,1.399,1.387,1.47,1.459,1.667,1.844,2.081,3.666,3.783,3.966,4.222,4.434,4.675,4.844,5.197,5.553,5.649,5.863,6.311,6.243,6.523
        Jordan,exports ,Middle East,0,0,0,0,0,0.022,0.214,0.1,0,0,0,0,0,0,0,0,0.002,0.003,0.004,0.007,0.005,0.002,0,0.003,0,0.004,0.013,0.176,0.323,0.139,0.058,0.086,0.104,0.059,0.064,0.05,0.046,0.057,0.094,0.098,0.1901,0.170211879
        Kuwait,exports ,Middle East,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Lebanon,exports ,Middle East,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Oman,exports ,Middle East,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Palestinian Territories,exports ,Middle East,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Qatar,exports ,Middle East,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Saudi Arabia,exports ,Middle East,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.074,0.4697,0.482,0.5153,0.5117,1.0622,0.0378,0.385,0.033,0.832,0.301707833
        Syria,exports ,Middle East,0.067,0.046,0.129,0.097,0,0.073,0.062,0.021,0,0,0,0,0,0,0,0,0,0,0,0.65,0,0,0,0.367,0.664,0.903,1.142,0.991,0.59,0.614,1.043,1.192,0,0.529,0.138,0.262,0.067,0.543,0.543,0.347,0.317,0.317
        United Arab Emirates,exports ,Middle East,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036,0.249,0.242,0.276,0.249,0.506,0.617,0.517,0.257,0.235,0.235
        Yemen,exports ,Middle East,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Bermuda,exports ,North America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Canada,exports ,North America,30.48,36.365,36.713,38.895,40.828,42.317,38.238,46.901,33.866,21.95,16.494107,19.81529,26.224179,29.364197,44.821858,40.596119,42.233376,43.008501,39.502108,42.911308,48.515476,38.401598,36.536479,29.324625,33.007487,43.528075,42.735776,50.330737,56.021682,51.781541,44.388476,51.516788,57.864641,62.246287,59.45562,72.952424,73.103171,72.039761,61.401035,60.348987,67.396493,48.140421
        Greenland,exports ,North America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Mexico,exports ,North America,0.089,0.057,0.07,0.082,0.09,0.238,1.468,2.041,1.997,1.932,1.945,2.018,2.041,2.015,1.97,1.944,1.288,0.344,0.077,0.131,0.195,0.271,0.344,0.953,1.346,1.788,1.299,1.451,1.452,1.249,1.348001,1.293001,1.116001,1.24,2.652999,2.320001,1.968001,1.804002,2.426,3.0840002,5.955,6.028
        Saint Pierre and Miquelon,exports ,North America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        U.S. Territories,exports ,North America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
        United States,exports ,North America,4.095648,3.060123,3.536463,3.337293,2.558293,4.964917,4.815565,5.882235,7.066646,15.134589,16.133584,2.304578,2.826579,3.54089,2.009882,3.622665,3.301986,8.974039,13.656477,14.221773,14.829382,16.473292,15.795681,23.9747034,22.897863,19.150968,24.271335,20.143592,24.198159,18.137984,19.10618,15.048552,11.995649,11.373207,13.298253,9.099889,6.214017,9.370803,13.804492,20.008032,14.134679,13.841163
        Antarctica,exports ,Central & South America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Antigua and Barbuda,exports ,Central & South America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Argentina,exports ,Central & South America,0.002,0.003,0.006,0.006,0.005,0.006,0.006,0.007,0.007,0.007,0.054,0.01,0.01,0.023,0.011,0.22,0.3,0.277,0,1.08,6.023,5.662,2.856,2.543,4.144,4.14,5.06,2.676,2.975,2.445,1.701,1.263,0.506,0.247,0.166,0.055,0.329,0.069,0.28,0.261,3.089,3.851
        Aruba,exports ,Central & South America,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Barbados,exports ,Central & South America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Belize,exports ,Central & South America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Bolivia,exports ,Central & South America,0,0,0,0,0,0,0,0,0,0,0,0.002,0.003,0.003,0.003,0.003,0.003,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Brazil,exports ,Central & South America,0.196,0.332,0.206,0.071,0,0.004,0.01,0.01,0.008,0.009,0.007,0.008,0.008,0.011,0,0,0.008,0.008,0.008,0.005,0.004,0.006,0.01,0.006,0.007,0.16,0.283,2.034,0.689,1.08,1.257,2.544,0.467,0,0.003,0.219,0.518,0.156,0.001,0.199,0.395,0.044
        British Virgin Islands,exports ,Central & South America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Cayman Islands,exports ,Central & South America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Chile,exports ,Central & South America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0.039,0,0,0,0
        Colombia,exports ,Central & South America,0.019,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0.064,0.027,0.037,0.21,0.618,1.182,1.682,1.758,1.813,0.87669,1.473,1.077,0.798,1.543,0.715,1.377,0.849,0.46,0.045,0.009,0.016,0.005841,0.250795,0
        Costa Rica,exports ,Central & South America,0,0,0.107,0.488,0.443,0.06,0.1,0.11,0.084,0.098,0.126,0.174,0.098,0.081,0.006,0.151,0.109,0.241,0.068,0.128,0.497,0.379,0.478,0.273,0.44,0.07,0.06,0.03955,0.166,0.134,0.135,0.32,0.402,0.484,0.555,0.643375,0.656812778,0.7414726,0.8129239,0.7120474,1.2414763,1.009
        Cuba,exports ,Central & South America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Dominica,exports ,Central & South America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Dominican Republic,exports ,Central & South America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Ecuador,exports ,Central & South America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067,0.035,0.016,0.00123,0.03853,0.038,0.021,0.01,0.014,0.012,0.029,0.047,0.046,0.402,0.212,0.256,1.827,1.341,1.341
        El Salvador,exports ,Central & South America,0,0,0,0,0,0,0.001,0.01,0.004,0.002,0.009,0.002,0.046,0.011,0.014,0.065,0.021,0.018,0.023,0.208,0.112,0.044,0.051,0.103,0.084,0.038,0.009,0.007,0.089,0.079,0.089,0.102,0.078,0.091,0.208,0.064,0.078,0.09,0.065,0.158,0.131,0.117125554
        Falkland Islands,exports ,Central & South America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        French Guiana,exports ,Central & South America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ie,ie
        Grenada,exports ,Central & South America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Guadeloupe,exports ,Central & South America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ie,ie
        Guatemala,exports ,Central & South America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.023,0.088,0.061,0.465,0.827,0.336,0.44,0.428,0.464,0.339,0.09,0.13188,0.076,0.094,0.139,0.193,0.346,0.588,1.207,1.087,1.335,1.858,2.5,2.19,1.156,1.156
        Guyana,exports ,Central & South America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Haiti,exports ,Central & South America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Honduras,exports ,Central & South America,0.011,0.012,0.012,0.012,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.005,0.005,0,0,0.03,0.16,0.006,0.016,0.006,0.005,0,0,0,0.01451,0.003,0,0,0.012,0.052,0.013,0.001,0.001,0.008,0.004,0.002,0.016,0.025,0.008,0.54,0.458,0.458
        Jamaica,exports ,Central & South America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Martinique,exports ,Central & South America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ie,ie
        Montserrat,exports ,Central & South America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Netherlands Antilles,exports ,Central & South America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Nicaragua,exports ,Central & South America,0.018,0.008,0.016,0.008,0.003,0.01,0.01,0.01,0.01,0.01,0.01,0,0,0.048,0.013,0,0.01,0,0,0.022,0.001,0,0.007,0.021,0.022,0.008,0.009,0,0.00003,0.002,0.043,0.041,0.003,0.01623,0.049,0.022,0.018,0.001,0,0.000151,0,0
        Panama,exports ,Central & South America,0,0,0,0,0,0.008,0.08,0.112,0.161,0.1,0.09,0.064,0.065,0.102,0,0.003,0.026,0.118,0.025,0.095,0.018,0.118,0.049,0.179,0.129,0.051,0.049,0.12488756,0.031,0.095,0.039,0.008,0.059,0.071,0.098,0.139,0.398,0.318,0.326,0.427,0.567,0.567
        Paraguay,exports ,Central & South America,0.151,0.128,0.089,0.024,0.028,2.55,9.95,15.6,16.822,20.525,24.804,26.803,24.619,28.121,32.773,37.828,40.87,45.673,45.213,46.036,47.358,39.137,41.777,45.18,45.005,43.792,45.707,45.113,46.291,45.042,43.378,46.12,47.663,47.364,41.4,41.127,48.415,43.635,42.205,31.748,28.005,28.005
        Peru,exports ,Central & South America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0,0,0,0.063,0.112,0.001,0.002,0,0.013,0.055,0.038,0,0,0,0,0
        Puerto Rico,exports ,Central & South America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Saint Kitts and Nevis,exports ,Central & South America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Saint Lucia,exports ,Central & South America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
        Saint Vincent/Grenadines,exports ,Central & South America,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
